Date,Actual Load,Forecast
2024-01-01 00:00:00+00:00,169789.08333333334,171710.00320800146
2024-01-02 00:00:00+00:00,212730.95833333334,176117.17407113133
2024-01-03 00:00:00+00:00,225475.58333333334,189348.34119951839
2024-01-04 00:00:00+00:00,229915.375,197683.81336221556
2024-01-05 00:00:00+00:00,227619.04166666666,194898.85479434885
2024-01-06 00:00:00+00:00,207410.08333333334,180830.947098381
2024-01-07 00:00:00+00:00,205582.875,174283.93168906687
2024-01-08 00:00:00+00:00,250678.125,169597.39577431846
2024-01-09 00:00:00+00:00,255510.0,173997.16588221907
2024-01-10 00:00:00+00:00,255920.375,187102.93833951064
2024-01-11 00:00:00+00:00,258028.66666666666,195359.72331699813
2024-01-12 00:00:00+00:00,255522.45833333334,192618.5661950441
2024-01-13 00:00:00+00:00,229999.54166666666,178721.1465824186
2024-01-14 00:00:00+00:00,217565.45833333334,172254.7703585102
2024-01-15 00:00:00+00:00,261845.91666666666,167625.60447493324
2024-01-16 00:00:00+00:00,259414.79166666666,171976.30605372795
2024-01-17 00:00:00+00:00,264844.7916666667,184931.3715359642
2024-01-18 00:00:00+00:00,260694.125,193093.22317153268
2024-01-19 00:00:00+00:00,264518.5416666667,190384.36018042674
2024-01-20 00:00:00+00:00,230923.875,176648.400730484
2024-01-21 00:00:00+00:00,219948.875,170257.20854039834
2024-01-22 00:00:00+00:00,256687.0,165681.8498454541
2024-01-23 00:00:00+00:00,256653.33333333334,169982.19425763452
2024-01-24 00:00:00+00:00,250639.08333333334,182787.10932920652
2024-01-25 00:00:00+00:00,244421.41666666666,190854.3649592338
2024-01-26 00:00:00+00:00,242711.375,188176.9323185486
2024-01-27 00:00:00+00:00,212273.16666666666,174600.24730354955
2024-01-28 00:00:00+00:00,190351.33333333334,168283.16633886017
2024-01-29 00:00:00+00:00,232823.16666666666,163760.8620586919
2024-01-30 00:00:00+00:00,241443.16666666666,168011.3505240127
2024-01-31 00:00:00+00:00,252263.58333333334,180667.80310824775
2024-02-01 00:00:00+00:00,250801.16666666666,188641.52555344132
2024-02-02 00:00:00+00:00,247085.66666666666,185995.13707750605
2024-02-03 00:00:00+00:00,215336.5,172575.8658543469
2024-02-04 00:00:00+00:00,205154.45833333334,166332.0278954049
2024-02-05 00:00:00+00:00,241637.375,161862.15716220537
2024-02-06 00:00:00+00:00,249450.95833333334,166063.36405254755
2024-02-07 00:00:00+00:00,248851.16666666666,178573.0731219661
2024-02-08 00:00:00+00:00,243574.04166666666,186454.3453300446
2024-02-09 00:00:00+00:00,241339.33333333334,183838.64011271496
2024-02-10 00:00:00+00:00,202488.20833333334,170574.95694639007
2024-02-11 00:00:00+00:00,193873.91666666666,164403.51238849404
2024-02-12 00:00:00+00:00,229218.54166666666,159985.46701304417
2024-02-13 00:00:00+00:00,239373.625,164137.963553777
2024-02-14 00:00:00+00:00,237124.04166666666,176502.6304024848
2024-02-15 00:00:00+00:00,233251.875,184292.52420871012
2024-02-16 00:00:00+00:00,233419.33333333334,181707.14645377052
2024-02-17 00:00:00+00:00,200192.70833333334,168597.24737078545
2024-02-18 00:00:00+00:00,191887.58333333334,162497.35684017697
2024-02-19 00:00:00+00:00,236363.08333333334,158130.53592862794
2024-02-20 00:00:00+00:00,240166.70833333334,162234.8868784079
2024-02-21 00:00:00+00:00,243038.375,174456.19317526114
2024-02-22 00:00:00+00:00,242830.70833333334,182155.76805186353
2024-02-23 00:00:00+00:00,239969.95833333334,179600.36612950405
2024-02-24 00:00:00+00:00,202783.25,166642.4680986982
2024-02-25 00:00:00+00:00,193149.95833333334,160613.30197055032
2024-02-26 00:00:00+00:00,233718.75,156297.11160688655
2024-02-27 00:00:00+00:00,237800.66666666666,160353.875183301
2024-02-28 00:00:00+00:00,239198.125,172433.48310371808
2024-02-29 00:00:00+00:00,241978.66666666666,180043.7862418695
2024-03-01 00:00:00+00:00,232346.33333333334,177518.01260103885
2024-03-02 00:00:00+00:00,196915.29166666666,164710.3532655531
2024-03-03 00:00:00+00:00,185704.25,158751.09153477068
2024-03-04 00:00:00+00:00,235945.41666666666,154484.9446895426
2024-03-05 00:00:00+00:00,244125.04166666666,158494.67263830552
2024-03-06 00:00:00+00:00,238307.79166666666,170434.22508602243
2024-03-07 00:00:00+00:00,237197.66666666666,177956.29153549758
2024-03-08 00:00:00+00:00,229708.54166666666,175459.8026548623
2024-03-09 00:00:00+00:00,202822.58333333334,162800.64009131145
2024-03-10 00:00:00+00:00,195849.66666666666,156910.47226027734
2024-03-11 00:00:00+00:00,234634.20833333334,152693.78871029493
2024-03-12 00:00:00+00:00,234955.20833333334,156657.02637998882
2024-03-13 00:00:00+00:00,237053.66666666666,168458.14721031254
2024-03-14 00:00:00+00:00,233069.0,175893.0000201392
2024-03-15 00:00:00+00:00,229989.5,173425.4563612837
2024-03-16 00:00:00+00:00,202636.0,160913.06884279335
2024-03-17 00:00:00+00:00,183760.125,155091.1938111031
2024-03-18 00:00:00+00:00,228679.29166666666,150923.40006050098
2024-03-19 00:00:00+00:00,230963.08333333334,154840.6864767344
2024-03-20 00:00:00+00:00,225801.25,166504.9807173892
2024-03-21 00:00:00+00:00,227987.95833333334,173853.63107498398
2024-03-22 00:00:00+00:00,227521.66666666666,171414.69703622768
2024-03-23 00:00:00+00:00,197010.16666666666,159047.38279826602
2024-03-24 00:00:00+00:00,190132.04166666666,153293.00875377163
2024-03-25 00:00:00+00:00,220577.45833333334,149173.53795600915
2024-03-26 00:00:00+00:00,229284.25,153045.4058947271
2024-03-27 00:00:00+00:00,227809.75,164574.45996414812
2024-03-28 00:00:00+00:00,225951.41666666666,171837.90733284416
2024-03-29 00:00:00+00:00,186522.875,169427.25120359735
2024-03-30 00:00:00+00:00,179594.75,157203.32821252436
2024-03-31 00:00:00+00:00,151186.83333333334,151515.67252364277
2024-04-01 00:00:00+00:00,169978.45833333334,147443.9644044091
2024-04-02 00:00:00+00:00,216656.5,151270.94046435383
2024-04-03 00:00:00+00:00,218283.04166666666,162666.32238745008
2024-04-04 00:00:00+00:00,218505.04166666666,169845.55464243045
2024-04-05 00:00:00+00:00,212700.54166666666,167462.8485580795
2024-04-06 00:00:00+00:00,180135.66666666666,155380.65428237955
2024-04-07 00:00:00+00:00,172049.75,149758.94339164975
2024-04-08 00:00:00+00:00,208528.54166666666,145734.44417266312
2024-04-09 00:00:00+00:00,219875.16666666666,149517.04884699493
2024-04-10 00:00:00+00:00,217285.04166666666,160780.30846841072
2024-04-11 00:00:00+00:00,220580.04166666666,167876.30203106572
2024-04-12 00:00:00+00:00,212117.625,165521.22192838148
2024-04-13 00:00:00+00:00,179804.04166666666,153579.11311254842
2024-04-14 00:00:00+00:00,170992.16666666666,148022.58243142266
2024-04-15 00:00:00+00:00,213065.75,144044.74475511292
2024-04-16 00:00:00+00:00,222034.70833333334,147783.49250220062
2024-04-17 00:00:00+00:00,219867.66666666666,158916.16169710422
2024-04-18 00:00:00+00:00,219319.29166666666,165929.88166783092
2024-04-19 00:00:00+00:00,221455.875,163602.107240894
2024-04-20 00:00:00+00:00,184618.25,151798.45968193805
2024-04-21 00:00:00+00:00,176656.79166666666,146306.35348679294
2024-04-22 00:00:00+00:00,215238.54166666666,142374.63634185743
2024-04-23 00:00:00+00:00,220682.45833333334,146070.0356552479
2024-04-24 00:00:00+00:00,220660.875,157073.6285376764
2024-04-25 00:00:00+00:00,217204.33333333334,164006.0288271385
2024-04-26 00:00:00+00:00,212290.0,161705.24348377556
2024-04-27 00:00:00+00:00,177512.79166666666,150038.45181032125
2024-04-28 00:00:00+00:00,172541.08333333334,144610.02313967448
2024-04-29 00:00:00+00:00,205590.29166666666,140723.89178749706
2024-04-30 00:00:00+00:00,205196.70833333334,144376.44526507362
2024-05-01 00:00:00+00:00,160734.125,155252.45839386224
2024-05-02 00:00:00+00:00,205377.33333333334,162104.4818527279
2024-05-03 00:00:00+00:00,209535.125,159830.3726714532
2024-05-04 00:00:00+00:00,176758.41666666666,148298.85012539857
2024-05-05 00:00:00+00:00,169099.29166666666,142933.3606783175
2024-05-06 00:00:00+00:00,212025.04166666666,139092.28658024067
2024-05-07 00:00:00+00:00,217312.58333333334,142702.49099257964
2024-05-08 00:00:00+00:00,210864.0,153452.40357490303
2024-05-09 00:00:00+00:00,168172.04166666666,160224.9821220787
2024-05-10 00:00:00+00:00,183974.16666666666,157977.23980953472
2024-05-11 00:00:00+00:00,171216.66666666666,146579.4180302422
2024-05-12 00:00:00+00:00,167066.58333333334,141276.1380659301
2024-05-13 00:00:00+00:00,211187.58333333334,137479.59881137044
2024-05-14 00:00:00+00:00,219127.16666666666,141047.94516930508
2024-05-15 00:00:00+00:00,214965.41666666666,151673.21926185905
2024-05-16 00:00:00+00:00,217292.83333333334,158367.27401123632
2024-05-17 00:00:00+00:00,210211.58333333334,156145.59286012792
2024-05-18 00:00:00+00:00,176256.66666666666,144879.92167111725
2024-05-19 00:00:00+00:00,160023.91666666666,139638.12990966393
2024-05-20 00:00:00+00:00,161543.45833333334,135885.60914506076
2024-05-21 00:00:00+00:00,209050.20833333334,139412.58276646186
2024-05-22 00:00:00+00:00,213369.95833333334,149914.66347431246
2024-05-23 00:00:00+00:00,203836.91666666666,156531.10486004542
2024-05-24 00:00:00+00:00,198871.41666666666,154335.1827075617
2024-05-25 00:00:00+00:00,165387.08333333334,143200.12990567597
2024-05-26 00:00:00+00:00,163713.375,138019.11342995916
2024-05-27 00:00:00+00:00,200542.70833333334,134310.10078854742
2024-05-28 00:00:00+00:00,203436.75,137796.18136432962
2024-05-29 00:00:00+00:00,215959.16666666666,148176.49703745655
2024-05-30 00:00:00+00:00,186223.29166666666,154716.22493778667
2024-05-31 00:00:00+00:00,196741.83333333334,152545.76312450483
2024-06-01 00:00:00+00:00,181309.70833333334,141539.81427152117
2024-06-02 00:00:00+00:00,177456.08333333334,136418.8684302452
2024-06-03 00:00:00+00:00,210450.75,132752.85946264208
2024-06-04 00:00:00+00:00,213079.75,136198.52112200495
2024-06-05 00:00:00+00:00,220594.29166666666,146458.48354956636
2024-06-06 00:00:00+00:00,214779.08333333334,152922.38740921166
2024-06-07 00:00:00+00:00,208732.875,150777.09073847753
2024-06-08 00:00:00+00:00,178569.29166666666,139898.74895513378
2024-06-09 00:00:00+00:00,169733.54166666666,134837.1772669925
2024-06-10 00:00:00+00:00,212200.54166666666,131213.67337258923
2024-06-11 00:00:00+00:00,215174.29166666666,134619.3847475018
2024-06-12 00:00:00+00:00,217270.54166666666,144760.38934984658
2024-06-13 00:00:00+00:00,213551.20833333334,151149.3483009718
2024-06-14 00:00:00+00:00,210054.29166666666,149028.92499875114
2024-06-15 00:00:00+00:00,178511.16666666666,138276.71076116076
